iso,year,ly,v2x_polyarchy,v2x_polyarchy_sd,v2xlg_legcon,v2xlg_legcon_sd,v2x_jucon,v2x_jucon_sd
BRA,1998,9.150495660325735,0.849,0.04249999999999998,0.831,0.09000000000000002,0.825,0.08850000000000002
BRA,1999,9.1528975659359,0.85,0.04299999999999998,0.831,0.09000000000000002,0.825,0.08850000000000002
BRA,2000,9.19364420343685,0.854,0.041000000000000036,0.831,0.09000000000000002,0.825,0.08850000000000002
BRA,2001,9.205660387914502,0.854,0.041000000000000036,0.831,0.09000000000000002,0.825,0.08850000000000002
BRA,2002,9.234551785882207,0.856,0.041000000000000036,0.831,0.09000000000000002,0.825,0.08850000000000002
BRA,2003,9.245185700154682,0.855,0.04250000000000004,0.847,0.08449999999999996,0.825,0.08850000000000002
BRA,2004,9.301063693666972,0.855,0.04250000000000004,0.847,0.08449999999999996,0.825,0.08850000000000002
BRA,2005,9.333068644213386,0.867,0.03700000000000003,0.901,0.056999999999999995,0.925,0.044999999999999984
BRA,2006,9.373020772936739,0.868,0.03750000000000003,0.891,0.0625,0.925,0.044999999999999984
BRA,2007,9.43348443529026,0.866,0.03700000000000003,0.891,0.0625,0.925,0.044999999999999984
BRA,2008,9.485241968464564,0.866,0.03700000000000003,0.891,0.0625,0.925,0.044999999999999984
BRA,2009,9.486523400612738,0.866,0.03700000000000003,0.891,0.0625,0.925,0.044999999999999984
BRA,2010,9.562096118478367,0.871,0.03600000000000003,0.902,0.0595,0.93,0.04199999999999998
BRA,2011,9.604474863741963,0.875,0.03600000000000003,0.906,0.057499999999999996,0.93,0.04199999999999998
BRA,2012,9.614804979750764,0.871,0.038500000000000034,0.906,0.057499999999999996,0.927,0.043999999999999984
BRA,2013,9.636000187369866,0.873,0.03650000000000003,0.921,0.05049999999999999,0.931,0.04199999999999998
BRA,2014,9.632859234650175,0.873,0.03650000000000003,0.921,0.05049999999999999,0.927,0.043999999999999984
BRA,2015,9.669409436169138,0.861,0.038500000000000034,0.931,0.044499999999999984,0.921,0.046499999999999986
BRA,2016,9.537699784080726,0.781,0.04749999999999999,0.83,0.09149999999999997,0.872,0.0665
BRA,2017,9.543349468845369,0.774,0.04849999999999999,0.792,0.09900000000000003,0.881,0.0625
BRA,2018,9.54920728193428,0.749,0.05350000000000005,0.792,0.09900000000000003,0.859,0.07249999999999995
USA,1960,9.801288700215881,0.649,0.061,0.893,0.065,0.893,0.0595
USA,1961,9.80780230240172,0.666,0.057499999999999996,0.893,0.065,0.893,0.0595
USA,1962,9.850930301797453,0.668,0.058499999999999996,0.893,0.065,0.893,0.0595
USA,1963,9.878887435667895,0.679,0.0605,0.893,0.065,0.893,0.0595
USA,1964,9.921327470664458,0.678,0.0615,0.893,0.065,0.893,0.0595
USA,1965,9.970678802076451,0.672,0.0625,0.893,0.065,0.893,0.0595
USA,1966,10.022558647177142,0.693,0.0635,0.893,0.065,0.893,0.0595
USA,1967,10.036356225610552,0.7,0.063,0.893,0.065,0.893,0.0595
USA,1968,10.07285050816569,0.7,0.0625,0.893,0.065,0.893,0.0595
USA,1969,10.093901279227419,0.689,0.0615,0.893,0.065,0.925,0.046499999999999986
USA,1970,10.084057576291276,0.718,0.0615,0.897,0.064,0.938,0.03899999999999998
USA,1971,10.102092479403183,0.724,0.06,0.897,0.064,0.938,0.03899999999999998
USA,1972,10.14305548226448,0.736,0.0595,0.897,0.064,0.938,0.03899999999999998
USA,1973,10.18874167991324,0.758,0.059,0.945,0.03849999999999998,0.938,0.03899999999999998
USA,1974,10.176791757041954,0.765,0.059,0.945,0.03849999999999998,0.943,0.03649999999999998
USA,1975,10.164158075741058,0.782,0.057499999999999996,0.945,0.03849999999999998,0.943,0.03649999999999998
USA,1976,10.205737989163305,0.791,0.057499999999999996,0.943,0.03949999999999998,0.944,0.035499999999999976
USA,1977,10.239995502805316,0.831,0.04899999999999999,0.935,0.043999999999999984,0.944,0.035499999999999976
USA,1978,10.284864865115203,0.834,0.04949999999999999,0.935,0.043999999999999984,0.944,0.035499999999999976
USA,1979,10.307251214004534,0.832,0.05149999999999999,0.935,0.043999999999999984,0.944,0.035499999999999976
USA,1980,10.295901192899562,0.844,0.045999999999999985,0.935,0.043999999999999984,0.944,0.035499999999999976
USA,1981,10.310817587253805,0.855,0.04500000000000004,0.921,0.05299999999999999,0.944,0.035499999999999976
USA,1982,10.282266395381786,0.856,0.04500000000000004,0.921,0.05299999999999999,0.944,0.035499999999999976
USA,1983,10.314205506925742,0.861,0.04450000000000004,0.921,0.05299999999999999,0.944,0.035499999999999976
USA,1984,10.37586336592692,0.86,0.04450000000000004,0.921,0.05299999999999999,0.944,0.035499999999999976
USA,1985,10.404959567375004,0.856,0.044999999999999984,0.906,0.057999999999999996,0.944,0.035499999999999976
USA,1986,10.42969427834042,0.857,0.04550000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1987,10.45535914573812,0.863,0.04500000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1988,10.487461402332547,0.862,0.04450000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1989,10.512056756620776,0.859,0.04500000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1990,10.518186586766932,0.863,0.04350000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1991,10.504079588694092,0.867,0.04150000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1992,10.525146760359846,0.872,0.04150000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1993,10.539046276212634,0.867,0.04300000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1994,10.56636313687725,0.867,0.04300000000000004,0.93,0.045999999999999985,0.944,0.035499999999999976
USA,1995,10.581283132965085,0.868,0.04250000000000004,0.935,0.044499999999999984,0.944,0.035499999999999976
USA,1996,10.606900632963983,0.869,0.04250000000000004,0.935,0.044499999999999984,0.944,0.035499999999999976
USA,1997,10.638799912339708,0.871,0.04150000000000004,0.935,0.044499999999999984,0.944,0.035499999999999976
USA,1998,10.67064601128937,0.871,0.04150000000000004,0.935,0.044499999999999984,0.944,0.035499999999999976
USA,1999,10.704947480127245,0.868,0.04300000000000004,0.935,0.044499999999999984,0.944,0.035499999999999976
USA,2000,10.733925592249683,0.867,0.04300000000000004,0.935,0.044499999999999984,0.954,0.030999999999999972
USA,2001,10.733741178845898,0.828,0.05249999999999999,0.94,0.03899999999999998,0.949,0.032999999999999974
USA,2002,10.742169024665861,0.829,0.05049999999999999,0.94,0.03899999999999998,0.949,0.032999999999999974
USA,2003,10.761258845266031,0.86,0.040500000000000036,0.94,0.03899999999999998,0.949,0.032999999999999974
USA,2004,10.789168902763402,0.862,0.04150000000000004,0.94,0.03899999999999998,0.949,0.032999999999999974
USA,2005,10.81284956417034,0.856,0.04450000000000004,0.94,0.03899999999999998,0.949,0.032999999999999974
USA,2006,10.829527803022815,0.862,0.04250000000000004,0.945,0.035999999999999976,0.949,0.032999999999999974
USA,2007,10.837652478964923,0.897,0.03150000000000003,0.945,0.035999999999999976,0.947,0.034499999999999975
USA,2008,10.825278058886719,0.9,0.03200000000000003,0.945,0.035999999999999976,0.947,0.034499999999999975
USA,2009,10.788348162441643,0.9,0.03149999999999997,0.948,0.033999999999999975,0.951,0.02999999999999997
USA,2010,10.805008057678661,0.9,0.03150000000000003,0.948,0.033999999999999975,0.953,0.02999999999999997
USA,2011,10.813257067420018,0.896,0.03300000000000003,0.948,0.033999999999999975,0.953,0.02999999999999997
USA,2012,10.827627399353682,0.896,0.03250000000000003,0.948,0.033999999999999975,0.953,0.02999999999999997
USA,2013,10.836891022686792,0.905,0.03149999999999997,0.949,0.034499999999999975,0.961,0.026000000000000023
USA,2014,10.852516492998056,0.901,0.03199999999999997,0.949,0.034499999999999975,0.961,0.026000000000000023
USA,2015,10.870300281424473,0.9,0.030500000000000027,0.949,0.034499999999999975,0.961,0.026000000000000023
USA,2016,10.878330171359899,0.885,0.03300000000000003,0.949,0.034999999999999976,0.962,0.026000000000000023
USA,2017,10.896883200381117,0.834,0.044999999999999984,0.863,0.07549999999999996,0.931,0.04299999999999998
USA,2018,10.921156189191095,0.824,0.046499999999999986,0.85,0.08249999999999996,0.948,0.034999999999999976
PRT,1960,8.457867725331422,0.128,0.009000000000000001,0.027,0.0215,0.384,0.1325
PRT,1961,8.511577452630602,0.129,0.009000000000000008,0.027,0.0215,0.384,0.1325
PRT,1962,8.576970395452099,0.128,0.0085,0.027,0.0215,0.384,0.1325
PRT,1963,8.6278397115033,0.128,0.0085,0.027,0.0215,0.384,0.1325
PRT,1964,8.68710472813351,0.128,0.0085,0.027,0.0215,0.384,0.1325
PRT,1965,8.758255243232792,0.128,0.008000000000000007,0.027,0.0215,0.384,0.1325
PRT,1966,8.800415333145924,0.119,0.006499999999999999,0.027,0.0215,0.384,0.1325
PRT,1967,8.873888135154973,0.119,0.006499999999999999,0.027,0.0215,0.384,0.1325
PRT,1968,8.957639268419648,0.12,0.006999999999999999,0.027,0.0215,0.384,0.1325
PRT,1969,8.980801413573113,0.128,0.008500000000000008,0.027,0.0215,0.384,0.1325
PRT,1970,9.07383312732152,0.147,0.010999999999999996,0.027,0.0215,0.384,0.1325
PRT,1971,9.143986871426161,0.147,0.010999999999999996,0.027,0.0215,0.384,0.1325
PRT,1972,9.22325659724273,0.147,0.011499999999999996,0.027,0.0215,0.384,0.1325
PRT,1973,9.328834266023971,0.151,0.012499999999999997,0.027,0.0215,0.384,0.1325
PRT,1974,9.326700173092378,0.228,0.020500000000000004,0.762,0.14,0.74,0.1195
PRT,1975,9.248406572782638,0.307,0.013500000000000012,0.861,0.08749999999999997,0.858,0.07749999999999996
PRT,1976,9.292933670280036,0.513,0.03750000000000003,0.906,0.064,0.858,0.07899999999999996
PRT,1977,9.343296599224809,0.747,0.0625,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1978,9.367344120785848,0.746,0.06349999999999995,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1979,9.419466131522189,0.753,0.0625,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1980,9.458917724547202,0.841,0.046999999999999986,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1981,9.467614782006539,0.842,0.046499999999999986,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1982,9.487820581943367,0.842,0.046499999999999986,0.932,0.043999999999999984,0.908,0.05199999999999999
PRT,1983,9.484785217645943,0.857,0.04350000000000004,0.932,0.043999999999999984,0.943,0.035999999999999976
PRT,1984,9.464517365870565,0.864,0.04250000000000004,0.932,0.043999999999999984,0.943,0.035999999999999976
PRT,1985,9.490997829490999,0.864,0.04250000000000004,0.932,0.043999999999999984,0.943,0.035999999999999976
PRT,1986,9.530538036104643,0.86,0.04250000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1987,9.591581091193483,0.864,0.04250000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1988,9.663261421240643,0.87,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1989,9.713113662551345,0.87,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1990,9.755915188068993,0.869,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1991,9.79533471419366,0.859,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1992,9.830837722161398,0.858,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1993,9.826602901282218,0.858,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1994,9.842623679601427,0.858,0.04300000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1995,9.865891095164947,0.861,0.04250000000000004,0.932,0.043999999999999984,0.953,0.030999999999999972
PRT,1996,9.90044850430351,0.869,0.039500000000000035,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,1997,9.943197501763153,0.869,0.039500000000000035,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,1998,9.98884466907446,0.869,0.039500000000000035,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,1999,10.025259138893832,0.868,0.040500000000000036,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2000,10.059295719401078,0.867,0.04350000000000004,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2001,10.07539556358446,0.871,0.040500000000000036,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2002,10.08148559305548,0.876,0.038500000000000034,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2003,10.072281307326103,0.876,0.039000000000000035,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2004,10.091740094547006,0.876,0.039000000000000035,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2005,10.101434310081993,0.889,0.03550000000000003,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2006,10.118963365739086,0.894,0.03500000000000003,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2007,10.145539449042507,0.894,0.03500000000000003,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2008,10.149991332626115,0.893,0.03500000000000003,0.932,0.043999999999999984,0.955,0.02999999999999997
PRT,2009,10.122721748267898,0.894,0.03550000000000003,0.932,0.043999999999999984,0.949,0.032999999999999974
PRT,2010,10.144988102414919,0.894,0.035999999999999976,0.932,0.043999999999999984,0.945,0.034499999999999975
PRT,2011,10.13193700264052,0.884,0.039000000000000035,0.932,0.043999999999999984,0.953,0.02999999999999997
PRT,2012,10.094851437314311,0.885,0.039500000000000035,0.932,0.043999999999999984,0.956,0.02949999999999997
PRT,2013,10.088970772667661,0.886,0.03700000000000003,0.937,0.04149999999999998,0.955,0.02949999999999997
PRT,2014,10.103280590242088,0.886,0.03700000000000003,0.937,0.04149999999999998,0.955,0.02949999999999997
PRT,2015,10.123225310715505,0.887,0.03700000000000003,0.918,0.05199999999999999,0.96,0.027000000000000024
PRT,2016,10.14037620564201,0.888,0.03650000000000003,0.913,0.05399999999999999,0.953,0.03049999999999997
PRT,2017,10.177278217107823,0.898,0.03400000000000003,0.924,0.04749999999999999,0.972,0.019500000000000017
PRT,2018,10.204909802420419,0.899,0.03400000000000003,0.935,0.04299999999999998,0.971,0.02100000000000002
SLV,1960,7.9420068084898565,0.177,0.013999999999999999,0.027,0.0235,0.34,0.12400000000000001
SLV,1961,7.944846711001996,0.116,0.013499999999999998,0.027,0.0235,0.34,0.12400000000000001
SLV,1962,8.026823576217629,0.156,0.015,0.022,0.0185,0.34,0.12400000000000001
SLV,1963,8.037866234709618,0.188,0.014500000000000013,0.022,0.0185,0.34,0.12400000000000001
SLV,1964,8.096208271650037,0.191,0.0155,0.022,0.0185,0.34,0.12400000000000001
SLV,1965,8.11701408773731,0.191,0.016,0.022,0.0185,0.34,0.12400000000000001
SLV,1966,8.150179269682326,0.192,0.0155,0.022,0.0185,0.34,0.12400000000000001
SLV,1967,8.170185652879642,0.191,0.0155,0.022,0.0185,0.34,0.12400000000000001
SLV,1968,8.16735198705607,0.193,0.0155,0.022,0.0185,0.34,0.12400000000000001
SLV,1969,8.166216268592143,0.192,0.016,0.022,0.0185,0.34,0.12400000000000001
SLV,1970,8.15708378502887,0.187,0.0155,0.022,0.0185,0.34,0.12400000000000001
SLV,1971,8.175547596021026,0.187,0.015,0.022,0.0185,0.34,0.12400000000000001
SLV,1972,8.207401833376355,0.181,0.013999999999999999,0.037,0.028499999999999998,0.321,0.12
SLV,1973,8.23403420769204,0.173,0.012499999999999997,0.024,0.019,0.321,0.12
SLV,1974,8.271804031154709,0.173,0.012999999999999998,0.024,0.019,0.321,0.12
SLV,1975,8.301521654940728,0.173,0.013499999999999998,0.024,0.019,0.321,0.12
SLV,1976,8.314832179284556,0.171,0.012499999999999997,0.024,0.019,0.321,0.12
SLV,1977,8.347827345782498,0.171,0.011999999999999997,0.024,0.019,0.321,0.12
SLV,1978,8.383661798791715,0.171,0.012499999999999997,0.024,0.019,0.321,0.12
SLV,1979,8.341410211461865,0.158,0.01200000000000001,0.027,0.0245,0.325,0.1275
SLV,1980,8.237743803890933,0.101,0.011500000000000003,0.027,0.0245,0.341,0.1265
SLV,1981,8.162516250140179,0.104,0.011500000000000003,0.027,0.0245,0.341,0.1265
SLV,1982,8.113426639943654,0.13,0.012000000000000004,0.117,0.08349999999999999,0.341,0.1265
SLV,1983,8.110727582974489,0.139,0.011999999999999997,0.117,0.08349999999999999,0.341,0.1265
SLV,1984,8.118802996980035,0.156,0.0155,0.117,0.08349999999999999,0.358,0.13
SLV,1985,8.121480374750751,0.191,0.017,0.117,0.08349999999999999,0.358,0.13
SLV,1986,8.109826276018477,0.2,0.018000000000000002,0.182,0.1,0.358,0.13
SLV,1987,8.11701408773731,0.2,0.018000000000000002,0.182,0.1,0.358,0.13
SLV,1988,8.114922974204593,0.201,0.0175,0.182,0.1,0.358,0.13
SLV,1989,8.10832229017324,0.208,0.020000000000000004,0.171,0.0945,0.36,0.126
SLV,1990,8.125039097367745,0.212,0.019500000000000003,0.179,0.1015,0.36,0.126
SLV,1991,8.158681161067117,0.221,0.02099999999999999,0.179,0.1015,0.367,0.1275
SLV,1992,8.229649029454368,0.272,0.028499999999999998,0.262,0.1295,0.406,0.1345
SLV,1993,8.307202214533639,0.379,0.03899999999999998,0.283,0.131,0.439,0.13600000000000004
SLV,1994,8.370176537140384,0.471,0.05600000000000002,0.328,0.138,0.461,0.13849999999999998
SLV,1995,8.43213269567424,0.484,0.058000000000000024,0.402,0.14400000000000002,0.461,0.13849999999999998
SLV,1996,8.449201033334276,0.491,0.058500000000000024,0.402,0.14400000000000002,0.461,0.13849999999999998
SLV,1997,8.493449569391844,0.493,0.058000000000000024,0.402,0.14400000000000002,0.461,0.13849999999999998
SLV,1998,8.53265151351583,0.492,0.058000000000000024,0.402,0.14400000000000002,0.49,0.1365
SLV,1999,8.568624968214657,0.505,0.05949999999999997,0.402,0.14400000000000002,0.49,0.1365
SLV,2000,8.594841903459926,0.522,0.06199999999999997,0.402,0.14400000000000002,0.522,0.1335
SLV,2001,8.621586863831732,0.534,0.06249999999999997,0.442,0.143,0.522,0.1335
SLV,2002,8.657139586344195,0.543,0.0595,0.442,0.143,0.522,0.1335
SLV,2003,8.692356035662202,0.537,0.061,0.442,0.143,0.559,0.13199999999999998
SLV,2004,8.723553472265296,0.539,0.063,0.442,0.143,0.559,0.13199999999999998
SLV,2005,8.770516059209323,0.542,0.0615,0.44,0.144,0.559,0.13199999999999998
SLV,2006,8.822061412343393,0.557,0.063,0.44,0.144,0.572,0.13399999999999998
SLV,2007,8.87335349695134,0.56,0.0625,0.44,0.144,0.572,0.13399999999999998
SLV,2008,8.897361797296048,0.561,0.0625,0.44,0.144,0.609,0.133
SLV,2009,8.877125113638222,0.594,0.064,0.586,0.14300000000000002,0.624,0.125
SLV,2010,8.902607226968254,0.613,0.066,0.623,0.137,0.664,0.1285
SLV,2011,8.936824154997302,0.613,0.066,0.623,0.137,0.664,0.1285
SLV,2012,8.952346543226227,0.615,0.067,0.623,0.137,0.685,0.128
SLV,2013,8.967631665167133,0.626,0.0665,0.658,0.1325,0.677,0.124
SLV,2014,8.97903863296051,0.665,0.063,0.658,0.1325,0.677,0.124
SLV,2015,9.000729834944558,0.658,0.0615,0.658,0.1325,0.677,0.124
SLV,2016,9.021598247379305,0.659,0.0615,0.677,0.133,0.665,0.1275
SLV,2017,9.03931852432379,0.672,0.069,0.675,0.12649999999999995,0.655,0.1255
SLV,2018,9.059307948663065,0.631,0.064,0.658,0.1365,0.634,0.13
BGD,1971,6.839476438228843,0.17,0.0175,0.347,0.159,0.52,0.138
BGD,1972,6.693323668269949,0.223,0.0175,0.347,0.159,0.52,0.138
BGD,1973,6.674561391814426,0.362,0.04250000000000001,0.103,0.0665,0.52,0.138
BGD,1974,6.77078942390898,0.38,0.046999999999999986,0.126,0.082,0.52,0.138
BGD,1975,6.736966958001855,0.21,0.022000000000000006,0.154,0.091,0.468,0.143
BGD,1976,6.759255270663693,0.132,0.015,0.229,0.138,0.455,0.1435
BGD,1977,6.736966958001855,0.175,0.017,0.229,0.138,0.455,0.1435
BGD,1978,6.777646593635117,0.23,0.021000000000000005,0.229,0.138,0.455,0.1435
BGD,1979,6.795705775173514,0.364,0.04349999999999998,0.142,0.089,0.455,0.1435
BGD,1980,6.774223886357614,0.378,0.04749999999999999,0.128,0.0785,0.455,0.1435
BGD,1981,6.777646593635117,0.375,0.045499999999999985,0.128,0.0785,0.455,0.1435
BGD,1982,6.767343125265392,0.228,0.023000000000000007,0.173,0.099,0.455,0.1435
BGD,1983,6.792344427470809,0.182,0.0175,0.227,0.14049999999999999,0.455,0.1435
BGD,1984,6.822197390620491,0.187,0.0175,0.227,0.14049999999999999,0.455,0.1435
BGD,1985,6.829793737512425,0.188,0.017999999999999988,0.227,0.14049999999999999,0.455,0.1435
BGD,1986,6.8501261661455,0.237,0.024000000000000007,0.235,0.144,0.455,0.1435
BGD,1987,6.866933284461882,0.327,0.037500000000000006,0.147,0.0845,0.455,0.1435
BGD,1988,6.871091294610546,0.307,0.031,0.127,0.078,0.455,0.1435
BGD,1989,6.873163834212518,0.302,0.0295,0.127,0.078,0.455,0.1435
BGD,1990,6.913737350659685,0.302,0.03,0.185,0.10350000000000001,0.451,0.1445
BGD,1991,6.938701370919372,0.483,0.05600000000000002,0.207,0.10650000000000001,0.471,0.14049999999999999
BGD,1992,6.968342629515771,0.513,0.06249999999999997,0.226,0.10500000000000001,0.471,0.14049999999999999
BGD,1993,6.999108914705784,0.513,0.06049999999999997,0.226,0.10500000000000001,0.471,0.14049999999999999
BGD,1994,7.03563692932658,0.513,0.06049999999999997,0.226,0.10500000000000001,0.471,0.14049999999999999
BGD,1995,7.075767781139571,0.513,0.06049999999999997,0.226,0.10500000000000001,0.471,0.14049999999999999
BGD,1996,7.118084354493148,0.506,0.060000000000000026,0.226,0.10500000000000001,0.487,0.1445
BGD,1997,7.163569368585866,0.512,0.06150000000000003,0.226,0.10500000000000001,0.487,0.1445
BGD,1998,7.206488487070208,0.512,0.06150000000000003,0.226,0.10500000000000001,0.487,0.1445
BGD,1999,7.253457148343593,0.512,0.06150000000000003,0.226,0.10500000000000001,0.487,0.1445
BGD,2000,7.303378245051179,0.512,0.06150000000000003,0.226,0.10500000000000001,0.5,0.145
BGD,2001,7.346781847608207,0.505,0.06049999999999997,0.226,0.10500000000000001,0.477,0.13949999999999999
BGD,2002,7.390963221311993,0.47,0.056999999999999995,0.226,0.10500000000000001,0.416,0.132
BGD,2003,7.444676277349126,0.474,0.05600000000000002,0.226,0.10500000000000001,0.416,0.132
BGD,2004,7.502531184362218,0.474,0.05600000000000002,0.226,0.10500000000000001,0.416,0.132
BGD,2005,7.562996106239333,0.474,0.05600000000000002,0.226,0.10500000000000001,0.416,0.132
BGD,2006,7.629343355605896,0.423,0.04799999999999999,0.279,0.12000000000000001,0.416,0.132
BGD,2007,7.693674101802892,0.205,0.017,0.374,0.1625,0.38,0.1285
BGD,2008,7.749775163900728,0.21,0.017,0.374,0.1625,0.381,0.1285
BGD,2009,7.803388873770592,0.418,0.047000000000000014,0.264,0.1355,0.345,0.1215
BGD,2010,7.862962216113288,0.425,0.04949999999999999,0.173,0.089,0.229,0.099
BGD,2011,7.927324360309794,0.416,0.049000000000000016,0.173,0.089,0.229,0.099
BGD,2012,7.97728198675515,0.409,0.046500000000000014,0.173,0.089,0.229,0.099
BGD,2013,8.025189321890835,0.376,0.043999999999999984,0.166,0.08900000000000001,0.201,0.093
BGD,2014,8.076204527239026,0.278,0.025999999999999995,0.099,0.05999999999999999,0.195,0.09250000000000001
BGD,2015,8.132118772955806,0.275,0.026499999999999996,0.1,0.05999999999999999,0.184,0.08499999999999999
BGD,2016,8.189799618728228,0.269,0.025999999999999995,0.1,0.05999999999999999,0.197,0.08950000000000001
BGD,2017,8.252459199360922,0.265,0.026499999999999996,0.112,0.0685,0.201,0.093
BGD,2018,8.318560040970901,0.252,0.024500000000000008,0.106,0.0635,0.188,0.09
BOL,1960,7.847762537473608,0.261,0.026499999999999982,0.151,0.0885,0.294,0.129
BOL,1961,7.845807502637805,0.263,0.026499999999999996,0.151,0.0885,0.294,0.129
BOL,1962,7.877017895622398,0.258,0.02550000000000001,0.151,0.0885,0.294,0.129
BOL,1963,7.91644286012226,0.255,0.02500000000000001,0.151,0.0885,0.294,0.129
BOL,1964,7.940583827104244,0.227,0.022499999999999992,0.169,0.111,0.272,0.1285
BOL,1965,7.965198290612176,0.123,0.015000000000000006,,,0.239,0.11449999999999999
BOL,1966,8.01102337918644,0.137,0.012499999999999997,0.077,0.054,0.104,0.0645
BOL,1967,8.047829357457841,0.183,0.0155,0.077,0.054,0.104,0.0645
BOL,1968,8.105911197986508,0.183,0.0155,0.077,0.054,0.104,0.0645
BOL,1969,8.12533508671429,0.166,0.014499999999999999,0.07,0.056,0.104,0.0645
BOL,1970,8.15162164696975,0.108,0.011499999999999996,,,0.115,0.0695
BOL,1971,8.164225652265827,0.097,0.010000000000000002,,,0.045,0.033999999999999996
BOL,1972,8.189244525735901,0.09,0.0085,,,0.045,0.033999999999999996
BOL,1973,8.231376045573969,0.09,0.0085,,,0.045,0.033999999999999996
BOL,1974,8.256866848974312,0.089,0.009000000000000001,,,0.045,0.033999999999999996
BOL,1975,8.296546520300614,0.088,0.008,,,0.045,0.033999999999999996
BOL,1976,8.347353412124338,0.088,0.008,,,0.045,0.033999999999999996
BOL,1977,8.36380888451688,0.088,0.008,,,0.045,0.033999999999999996
BOL,1978,8.372860820526318,0.107,0.011999999999999997,,,0.051,0.038
BOL,1979,8.34924780056679,0.141,0.0155,0.057,0.041999999999999996,0.064,0.0445
BOL,1980,8.318742252692399,0.126,0.009000000000000001,0.079,0.0635,0.051,0.0365
BOL,1981,8.308938252595778,0.099,0.010500000000000002,,,0.046,0.033
BOL,1982,8.246958032568177,0.201,0.018500000000000003,0.351,0.14150000000000001,0.293,0.131
BOL,1983,8.184513753033722,0.32,0.014500000000000013,0.46,0.1455,0.558,0.1495
BOL,1984,8.177796683277778,0.325,0.013500000000000012,0.606,0.14300000000000002,0.558,0.1495
BOL,1985,8.153637486385282,0.462,0.038000000000000006,0.529,0.137,0.558,0.1495
BOL,1986,8.10349427838097,0.622,0.067,0.529,0.137,0.558,0.1495
BOL,1987,8.110727582974489,0.633,0.0655,0.529,0.137,0.558,0.1495
BOL,1988,8.12740456269308,0.636,0.0675,0.529,0.137,0.558,0.1495
BOL,1989,8.133880887949207,0.639,0.064,0.529,0.137,0.558,0.1495
BOL,1990,8.161089512845797,0.651,0.066,0.529,0.137,0.558,0.1495
BOL,1991,8.19147740025445,0.686,0.063,0.529,0.137,0.558,0.1495
BOL,1992,8.186502485490822,0.697,0.0635,0.529,0.137,0.558,0.1495
BOL,1993,8.208021706645969,0.705,0.0615,0.529,0.137,0.558,0.1495
BOL,1994,8.233548159140947,0.718,0.06,0.563,0.143,0.543,0.14900000000000002
BOL,1995,8.259830253439398,0.73,0.055999999999999994,0.563,0.143,0.543,0.14900000000000002
BOL,1996,8.283859193423362,0.73,0.055999999999999994,0.563,0.143,0.543,0.14900000000000002
BOL,1997,8.31373900117991,0.735,0.055499999999999994,0.688,0.13,0.543,0.14900000000000002
BOL,1998,8.34419462418359,0.735,0.055499999999999994,0.688,0.13,0.543,0.14900000000000002
BOL,1999,8.330012769432091,0.743,0.05400000000000005,0.688,0.13,0.543,0.14900000000000002
BOL,2000,8.336522151769156,0.743,0.05400000000000005,0.694,0.125,0.543,0.14900000000000002
BOL,2001,8.334829641740594,0.737,0.056999999999999995,0.694,0.125,0.543,0.14900000000000002
