uid,tid,ft,y
1639,3,2,14.944254875183105
1639,4,2,15.026691436767578
1639,5,2,14.862788200378418
1639,6,2,14.905078887939453
1639,7,2,14.91664981842041
1639,8,2,14.994736671447754
1639,9,2,15.042306900024414
1639,10,2,15.110716819763184
1639,11,2,15.099077224731445
1639,12,2,15.122559547424316
1640,1,12,13.244418144226074
1640,2,12,13.30495834350586
1640,3,12,13.537765502929688
1640,4,12,13.539610862731934
1640,5,12,13.580875396728516
1640,6,12,13.728078842163086
1640,7,12,13.793476104736328
1640,8,12,13.793261528015137
1640,9,12,13.770103454589844
1640,10,12,13.841612815856934
1640,11,12,13.902503967285156
1640,12,12,13.910691261291504
1641,1,6,12.511767387390137
1641,2,6,12.588085174560547
1641,3,6,12.62153434753418
1641,4,6,12.627318382263184
1641,5,6,12.648772239685059
1641,6,6,12.776955604553223
1641,7,6,12.834616661071777
1641,8,6,12.920550346374512
1641,9,6,12.92387580871582
1641,10,6,12.976500511169434
1641,11,6,12.968687057495117
1641,12,6,12.903924942016602
1642,1,12,12.414560317993164
1642,2,12,12.401244163513184
1642,3,12,12.517621040344238
1642,4,12,12.5487699508667
1642,5,12,12.55024528503418
1642,6,12,12.454965591430664
1642,7,12,12.459508895874023
1642,8,12,12.526335716247559
1642,9,12,12.614977836608887
1642,10,12,11.988511085510254
1642,11,12,12.105984687805176
1642,12,12,12.016122817993164
1643,1,12,14.55364990234375
1643,2,12,14.603506088256836
1643,3,12,14.7035551071167
1643,4,12,14.774482727050781
1643,5,12,14.843085289001465
1643,6,12,14.914870262145996
1643,7,12,14.945306777954102
1643,8,12,14.900733947753906
1643,9,12,14.975400924682617
1643,10,12,15.038224220275879
1643,11,12,15.057366371154785
1643,12,12,15.115338325500488
1644,1,11,15.58880615234375
1644,2,11,15.013659477233887
1644,3,11,15.282303810119629
1644,4,11,15.345199584960938
1644,5,11,15.32905101776123
1644,6,11,15.437533378601074
1644,7,11,15.652812957763672
1644,8,11,15.695831298828125
1644,9,11,15.724967002868652
1644,10,11,15.804505348205566
1644,11,11,15.802494049072266
1644,12,11,15.836420059204102
1645,1,11,16.41555404663086
1645,2,11,16.42894172668457
1645,3,11,16.53527069091797
1645,4,11,16.43096351623535
1645,5,11,16.797046661376953
1645,6,11,16.558605194091797
1645,7,11,16.666975021362305
1645,8,11,16.642520904541016
1645,9,11,16.683452606201172
1645,10,11,16.716062545776367
1645,11,11,16.648527145385742
1645,12,11,16.70413589477539
1646,1,2,13.007377624511719
1646,2,2,12.942343711853027
1646,3,2,12.987666130065918
1646,4,2,13.058762550354004
1646,5,2,13.127300262451172
1646,6,2,13.162120819091797
1646,7,2,13.25164794921875
1646,8,2,13.446625709533691
1646,9,2,13.405524253845215
1646,10,2,13.323688507080078
1646,11,2,13.315881729125977
1646,12,2,13.806742668151855
1647,1,11,14.623745918273926
1647,2,11,14.684093475341797
1647,3,11,14.661599159240723
1647,4,11,14.682289123535156
1647,5,11,14.750777244567871
1647,6,11,14.908799171447754
1647,7,11,14.97417163848877
1647,8,11,14.95855712890625
1647,9,11,14.987387657165527
1647,10,11,15.007098197937012
1647,11,11,15.027425765991211
1647,12,11,15.06160831451416
1648,1,11,19.3746337890625
1648,2,11,19.355501174926758
1648,3,11,19.31343650817871
1648,4,11,19.313228607177734
1648,5,11,19.37891960144043
1648,6,11,19.34477424621582
1648,7,11,19.3654727935791
1648,8,11,19.391355514526367
1648,9,11,19.43653678894043
1648,10,11,19.45288848876953
1648,11,11,19.470062255859375
1648,12,11,19.443349838256836
1649,1,9,19.317493438720703
1649,2,9,19.372291564941406
1649,3,9,19.458364486694336
1649,4,9,19.434581756591797
1649,5,9,19.468889236450195
1649,6,9,19.489704132080078
1649,7,9,19.501951217651367
1649,8,9,19.510440826416016
1649,9,9,19.53273582458496
1649,10,9,19.8000545501709
1649,11,9,19.708419799804688
1649,12,9,19.742252349853516
1650,1,11,12.131861686706543
1650,2,11,12.610779762268066
1650,3,11,12.330078125
1650,4,11,12.447216033935547
1650,5,11,12.345844268798828
1650,6,11,12.539069175720215
1650,7,11,12.58018970489502
1650,8,11,12.58203125
1650,9,11,12.567540168762207
1650,10,11,12.614950180053711
1650,11,11,12.95001220703125
1650,12,11,12.9644775390625
1651,1,11,11.298724174499512
1651,2,11,11.480120658874512
1651,3,11,11.502671241760254
1651,4,11,11.53750991821289
1651,5,11,11.502236366271973
1651,6,11,11.510866165161133
1651,7,11,11.547245979309082
1651,8,11,11.559967994689941
1651,9,11,11.599854469299316
1651,10,11,11.602081298828125
1651,11,11,11.696798324584961
1651,12,11,11.690251350402832
1652,1,3,14.65622329711914
1652,2,3,14.736701965332031
1652,3,3,14.8446044921875
1652,4,3,14.849687576293945
1652,5,3,14.878072738647461
1652,6,3,14.956564903259277
1652,7,3,14.731681823730469
1652,8,3,14.892827987670898
1652,9,3,14.830673217773438
1652,10,3,15.003796577453613
1652,11,3,15.231515884399414
1652,12,3,15.263945579528809
1653,1,5,16.25888442993164
1653,2,5,16.341651916503906
1653,3,5,16.513996124267578
1653,4,5,16.536222457885742
1653,5,5,16.58811378479004
1653,6,5,16.747108459472656
1653,7,5,16.823972702026367
1653,8,5,16.945411682128906
1653,9,5,16.937822341918945
1653,10,5,17.02218246459961
1653,11,5,17.126628875732422
1653,12,5,17.102705001831055
1654,1,6,13.013476371765137
1654,2,6,13.152727127075195
1654,3,6,13.111272811889648
1654,4,6,13.19908332824707
1654,5,6,13.195821762084961
1654,6,6,13.38379192352295
1654,7,6,13.561661720275879
1654,8,6,13.5784912109375
1654,9,6,13.538302421569824
1654,10,6,13.599732398986816
1654,11,6,13.659958839416504
1654,12,6,13.658378601074219
1655,1,12,11.886727333068848
1655,2,12,11.899892807006836
1655,3,12,11.937838554382324
1655,4,12,11.923583030700684
1655,5,12,11.931282997131348
1655,6,12,11.993382453918457
1655,7,12,11.998766899108887
1655,8,12,12.007742881774902
1655,9,12,12.069482803344727
1655,10,12,12.081656455993652
1655,11,12,12.066926956176758
1655,12,12,12.199170112609863
1656,1,11,11.664560317993164
1656,2,11,11.630989074707031
1656,3,11,11.80835247039795
1656,4,11,11.632281303405762
1656,5,11,11.386384010314941
1656,6,11,11.326062202453613
1656,7,11,11.60722541809082
1656,8,11,11.64461898803711
1656,9,11,11.867959976196289
1656,10,11,11.832531929016113
1656,11,11,11.881494522094727
1656,12,11,11.96236515045166
1657,1,11,13.915831565856934
1657,2,11,14.341869354248047
1657,3,11,14.486427307128906
1657,4,11,14.46590518951416
1657,5,11,14.531048774719238
1657,6,11,14.562057495117188
1657,7,11,14.658638000488281
1657,8,11,14.772762298583984
1657,9,11,14.74191951751709
1657,10,11,14.707523345947266
1657,11,11,14.807353019714355
1657,12,11,14.757340431213379
1658,1,7,13.731969833374023
1658,2,7,13.791326522827148
1658,3,7,13.56077766418457
1658,4,7,13.570414543151855
1658,5,7,13.517127990722656
1658,6,7,13.832964897155762
1658,7,7,13.987730026245117
1658,8,7,14.000720024108887
1658,9,7,13.998676300048828
1658,10,7,14.067728042602539
1658,11,7,14.071615219116211
1658,12,7,14.008222579956055
1659,1,12,14.864608764648438
1659,2,12,14.892529487609863
1659,3,12,14.920644760131836
1659,4,12,14.991349220275879
1659,5,12,14.998014450073242
1659,6,12,14.391244888305664
1659,7,12,15.147212982177734
1659,8,12,15.186524391174316
1659,9,12,15.195021629333496
1659,10,12,15.23957633972168
1659,11,12,15.290787696838379
1659,12,12,15.272116661071777
1660,1,11,12.336596488952637
1660,2,11,12.492683410644531
1660,3,11,12.504963874816895
1660,4,11,12.57553768157959
1660,5,11,12.684065818786621
1660,6,11,12.696003913879395
1660,7,11,12.746021270751953
1660,8,11,12.707934379577637
1660,9,11,12.811724662780762
1660,10,11,12.871233940124512
1660,11,11,12.919445991516113
1660,12,11,12.914937019348145
1661,1,4,12.027424812316895
1661,2,4,12.107593536376953
1661,3,4,12.152289390563965
1661,4,4,12.629973411560059
1661,5,4,12.60801887512207
1661,6,4,13.300069808959961
1661,7,4,13.289502143859863
1661,8,4,13.327404022216797
1661,9,4,13.352763175964355
1661,10,4,12.809006690979004
1661,11,4,12.73935604095459
1661,12,4,12.72678279876709
1662,1,4,13.543301582336426
1662,2,4,13.589919090270996
1662,3,4,13.79073429107666
1662,4,4,13.931469917297363
1662,5,4,13.872102737426758
1662,6,4,14.139156341552734
1662,7,4,14.221433639526367
1662,8,4,14.21428394317627
1662,9,4,14.28901481628418
1662,10,4,14.267568588256836
1662,11,4,14.348902702331543
1662,12,4,14.334031105041504
1663,1,11,16.254913330078125
1663,2,11,16.357667922973633
1663,3,11,16.47386932373047
1663,4,11,16.422672271728516
1663,5,11,16.531274795532227
1663,6,11,16.553909301757812
1663,7,11,16.551788330078125
1663,8,11,16.758121490478516
1663,9,11,16.82158088684082
1663,10,11,16.794815063476562
1663,11,11,16.855182647705078
1663,12,11,16.850303649902344
1664,1,10,16.903175354003906
1664,2,10,16.78891372680664
1664,3,10,16.802875518798828
1664,4,10,16.682994842529297
1664,5,10,16.61823272705078
1664,6,10,16.77374839782715
1664,7,10,16.74936294555664
1664,8,10,16.644393920898438
1664,9,10,16.703052520751953
1664,10,10,16.77996063232422
1664,11,10,16.71992301940918
1664,12,10,16.68738555908203
1665,1,11,13.737037658691406
1665,2,11,13.78186321258545
1665,3,11,13.808877944946289
1665,4,11,13.907323837280273
1665,5,11,14.014700889587402
1665,6,11,14.08366870880127
1665,7,11,14.184627532958984
1665,8,11,14.333736419677734
1665,9,11,14.269998550415039
1665,10,11,14.259210586547852
1665,11,11,13.675564765930176
1665,12,11,14.560091018676758
1666,1,5,17.67164421081543
1666,2,5,17.715667724609375
1666,3,5,17.769115447998047
1666,4,5,17.793886184692383
1666,5,5,17.838441848754883
1666,6,5,17.880186080932617
1666,7,5,17.9222412109375
1666,8,5,17.96876335144043
1666,9,5,18.012365341186523
1666,10,5,18.050874710083008
1666,11,5,18.076379776000977
1666,12,5,18.10683822631836
1667,1,6,10.971837043762207
1667,2,6,10.481011390686035
1667,3,6,10.511640548706055
1667,4,6,10.970894813537598
1667,5,6,11.692405700683594
1667,6,6,11.868620872497559
1667,7,6,11.925894737243652
1667,8,6,9.035438537597656
1667,9,6,9.044333457946777
1667,10,6,9.059036254882812
1667,11,6,9.091106414794922
1667,12,6,7.378246307373047
1668,1,4,13.552030563354492
1668,2,4,13.83496379852295
1668,3,4,14.434898376464844
1668,4,4,14.087159156799316
1668,5,4,14.122054100036621
1668,6,4,14.132445335388184
1668,7,4,14.150076866149902
1668,8,4,14.266170501708984
1668,9,4,14.306772232055664
1668,10,4,14.404341697692871
1668,11,4,14.384817123413086
1668,12,4,14.29787826538086
1669,1,11,13.451765060424805
1669,2,11,13.619677543640137
1669,3,11,13.621153831481934
1669,4,11,13.650144577026367
1669,5,11,13.680741310119629
1669,6,11,13.705733299255371
1669,7,11,13.704896926879883
1669,8,11,13.730414390563965
1669,9,11,13.770723342895508
1669,10,11,13.85709285736084
1669,11,11,13.919158935546875
1669,12,11,13.931463241577148
1670,1,12,10.291102409362793
1670,2,12,10.657172203063965
1670,3,12,10.835249900817871
1670,4,12,10.7875394821167
1670,5,12,10.699278831481934
1670,6,12,10.919149398803711
1670,7,12,10.840027809143066
1670,8,12,10.887627601623535
1670,9,12,10.964319229125977
1670,10,12,10.985193252563477
1670,11,12,10.342056274414062
1670,12,12,11.10935115814209
1671,1,10,13.738893508911133
1671,2,10,13.799962043762207
1671,3,10,13.78505802154541
1671,4,10,13.909436225891113
1671,5,10,14.036933898925781
1671,6,10,14.112220764160156
1671,7,10,14.116199493408203
1671,8,10,14.253798484802246
1671,9,10,14.300192832946777
1671,10,10,14.337045669555664
1671,11,10,14.416192054748535
1671,12,10,14.480979919433594
1672,1,12,12.072990417480469
1672,2,12,12.242207527160645
1672,3,12,12.250346183776855
1672,4,12,12.293524742126465
1672,5,12,12.481596946716309
1672,6,12,12.437708854675293
1672,7,12,12.507014274597168
1672,8,12,12.450541496276855
1672,9,12,12.525205612182617
1672,10,12,12.588228225708008
1672,11,12,12.585367202758789
1672,12,12,12.685334205627441
1673,1,11,12.31308364868164
1673,2,11,12.432183265686035
1673,3,11,12.551301956176758
1673,4,11,12.551544189453125
1673,5,11,12.594627380371094
1673,6,11,12.8751802444458
1673,7,11,12.792070388793945
1673,8,11,12.77187728881836
1673,9,11,12.494891166687012
1673,10,11,12.618879318237305
1673,11,11,12.694798469543457
1673,12,11,12.721054077148438
1674,1,12,13.122262954711914
1674,2,12,13.145816802978516
1674,3,12,13.16342830657959
1674,4,12,13.11030101776123
1674,5,12,13.12742805480957
1674,6,12,13.14346981048584
1674,7,12,13.209254264831543
1674,8,12,13.192890167236328
1674,9,12,13.236260414123535
1674,10,12,13.221461296081543
1674,11,12,13.207159996032715
1674,12,12,13.19357681274414
1675,1,11,15.099431991577148
1675,2,11,15.178154945373535
1675,3,11,15.185161590576172
1675,4,11,15.14285659790039
1675,5,11,15.118326187133789
1675,6,11,15.206243515014648
1675,7,11,15.236019134521484
1675,8,11,15.288247108459473
1675,9,11,15.29228687286377
1675,10,11,15.300514221191406
1675,11,11,15.269708633422852
1675,12,11,15.204115867614746
1676,1,6,14.062392234802246
1676,2,6,14.023538589477539
1676,3,6,14.069043159484863
1676,4,6,17.288721084594727
1676,5,6,14.070493698120117
1676,6,6,14.179115295410156
1676,7,6,14.313175201416016
1676,8,6,14.386222839355469
1676,9,6,14.470039367675781
1676,10,6,14.546723365783691
1676,11,6,14.60820484161377
1676,12,6,14.661957740783691
1677,1,11,17.520475387573242
1677,2,11,17.52665901184082
1677,3,11,17.649993896484375
1677,4,11,17.49262809753418
1677,5,11,17.62947654724121
1677,6,11,17.591720581054688
1677,7,11,17.561168670654297
1677,8,11,17.603349685668945
1677,9,11,17.699462890625
1677,10,11,17.594738006591797
1677,11,11,17.651426315307617
1677,12,11,17.597965240478516
1678,1,3,9.103683471679688
1678,2,3,9.635764122009277
1678,3,3,9.692724227905273
1678,4,3,9.609726905822754
1678,5,3,9.806476593017578
1678,6,3,9.797710418701172
1678,7,3,9.867629051208496
1678,8,3,9.93235969543457
1678,9,3,9.973099708557129
1678,10,3,9.930381774902344
1678,11,3,9.38528060913086
1678,12,3,9.849252700805664
1679,1,12,16.12812614440918
1679,2,12,16.105438232421875
1679,3,12,16.091760635375977
1679,4,12,16.155485153198242
1679,5,12,16.15017318725586
1679,6,12,16.1811580657959
1679,7,12,16.414514541625977
1679,8,12,16.568506240844727
1679,9,12,16.592103958129883
1679,10,12,16.6002254486084
1679,11,12,16.82809829711914
1679,12,12,16.796907424926758
1680,1,7,15.484136581420898
1680,2,7,15.5372953414917
1680,3,7,15.599847793579102
1680,4,7,15.583544731140137
1680,5,7,15.520766258239746
1680,6,7,15.608922004699707
1680,7,7,15.602516174316406
1680,8,7,15.631916046142578
1680,9,7,15.696971893310547
1680,10,7,15.717132568359375
1680,11,7,15.759561538696289
1680,12,7,15.7595853805542
1681,1,10,16.712512969970703
1681,2,10,16.587848663330078
1681,3,10,16.624483108520508
1681,4,10,16.6153507232666
1681,5,10,16.551610946655273
1681,6,10,16.511171340942383
1681,7,10,16.554304122924805
1681,8,10,16.49465560913086
1681,9,10,16.463462829589844
1681,10,10,16.424158096313477
1681,11,10,16.519634246826172
1681,12,10,16.504362106323242
1682,1,6,14.251904487609863
1682,2,6,14.58780288696289
1682,3,6,14.675141334533691
1682,4,6,14.568511009216309
1682,5,6,14.60902214050293
1682,6,6,14.881255149841309
1682,7,6,14.89770793914795
1682,8,6,15.069562911987305
1682,9,6,15.114225387573242
1682,10,6,15.188691139221191
1682,11,6,15.260830879211426
1682,12,6,15.231776237487793
1683,1,10,12.031970024108887
1683,2,10,12.53842544555664
1683,3,10,12.643657684326172
1683,4,10,12.952962875366211
1683,5,10,12.695093154907227
1683,6,10,13.109992980957031
1683,7,10,13.40196704864502
1683,8,10,13.425193786621094
1683,9,10,13.431126594543457
1683,10,10,13.107401847839355
1683,11,10,13.553670883178711
1683,12,10,13.523116111755371
1684,1,7,13.246045112609863
1684,2,7,13.280718803405762
1684,3,7,13.352849006652832
1684,4,7,13.466337203979492
1684,5,7,13.375162124633789
1684,6,7,13.549450874328613
1684,7,7,13.472286224365234
1684,8,7,13.730920791625977
1684,9,7,13.134817123413086
1684,10,7,13.27781867980957
1684,11,7,13.713204383850098
1684,12,7,13.64045524597168
1685,1,9,11.12787914276123
1685,2,9,11.240124702453613
1685,3,9,11.270039558410645
1685,4,9,11.217312812805176
1685,5,9,11.11456298828125
1685,6,9,11.370159149169922
1685,7,9,11.412976264953613
1685,8,9,11.453908920288086
1685,9,9,11.537238121032715
1685,10,9,11.596080780029297
1685,11,9,11.590707778930664
1685,12,9,11.48424243927002
1686,1,11,13.806971549987793
1686,2,11,13.735339164733887
1686,3,11,13.723672866821289
1686,4,11,13.669243812561035
1686,5,11,13.790164947509766
1686,6,11,13.782169342041016
1686,7,11,13.702698707580566
1686,8,11,13.877918243408203
1686,9,11,13.774710655212402
1686,10,11,13.869060516357422
1686,11,11,13.901593208312988
1686,12,11,13.969460487365723
1687,1,11,16.768882751464844
1687,2,11,16.74333381652832
1687,3,11,16.80707550048828
1687,4,11,16.814550399780273
1687,5,11,16.87607765197754
1687,6,11,16.930837631225586
1687,7,11,16.96600341796875
1687,8,11,16.990690231323242
1687,9,11,17.103540420532227
1687,10,11,17.17121696472168
1687,11,11,17.216602325439453
1687,12,11,17.294736862182617
1688,1,12,13.575334548950195
1688,2,12,13.503927230834961
1688,3,12,13.4982271194458
1688,4,12,13.740878105163574
1688,5,12,13.67490291595459
1688,6,12,13.722807884216309
1688,7,12,13.46690845489502
1688,8,12,13.617606163024902
1688,9,12,13.608302116394043
1688,10,12,13.97341537475586
1688,11,12,13.434225082397461
1688,12,12,13.6964750289917
1689,1,2,14.23282527923584
1689,2,2,14.190770149230957
1689,3,2,14.219220161437988
1689,4,2,14.17837142944336
1689,5,2,14.206303596496582
1689,6,2,14.155266761779785
1689,7,2,14.203746795654297
1689,8,2,14.260647773742676
1689,9,2,14.265149116516113
1689,10,2,14.309887886047363
1689,11,2,14.568198204040527
1689,12,2,14.722352981567383
1690,1,12,12.312211036682129
1690,2,12,12.586416244506836
1690,3,12,12.540216445922852
1690,4,12,10.222994804382324
1690,5,12,12.880316734313965
1690,6,12,12.666210174560547
1690,7,12,12.694427490234375
1690,8,12,12.756133079528809
1690,9,12,12.728144645690918
1690,10,12,12.688005447387695
1690,11,12,12.767101287841797
1690,12,12,12.777417182922363
1691,1,11,16.91716766357422
1691,2,11,16.912357330322266
1691,3,11,17.076807022094727
1691,4,11,17.115327835083008
1691,5,11,17.176122665405273
1691,6,11,17.39609718322754
1691,7,11,17.487590789794922
1691,8,11,17.586353302001953
1691,9,11,17.66490936279297
1691,10,11,17.691926956176758
1691,11,11,17.700220108032227
1691,12,11,17.79759979248047
1692,1,12,16.002840042114258
1692,2,12,16.123613357543945
1692,3,12,16.241804122924805
1692,4,12,16.33524513244629
1692,5,12,16.36469268798828
1692,6,12,16.449100494384766
1692,7,12,16.590002059936523
1692,8,12,16.703266143798828
1692,9,12,16.775449752807617
1692,10,12,16.864839553833008
1692,11,12,16.937036514282227
1692,12,12,17.00802230834961
1693,1,8,15.150712966918945
1693,2,8,15.187995910644531
1693,3,8,15.207694053649902
1693,4,8,15.16788101196289
1693,5,8,15.111842155456543
1693,6,8,15.271136283874512
1693,7,8,15.289599418640137
1693,8,8,15.297800064086914
1693,9,8,15.70849895477295
1693,10,8,15.343708038330078
1693,11,8,15.331048965454102
1693,12,8,15.468225479125977
1694,1,12,17.009389877319336
1694,2,12,17.057170867919922
1694,3,12,17.092126846313477
1694,4,12,17.17097282409668
1694,5,12,17.20469093322754
1694,6,12,17.25963020324707
1694,7,12,17.327131271362305
1694,8,12,17.325729370117188
1694,9,12,17.35850715637207
1694,10,12,17.37489128112793
1694,11,12,17.742881774902344
1694,12,12,17.77264404296875
1695,1,7,11.826812744140625
1695,2,7,11.858001708984375
1695,3,7,11.495565414428711
1695,4,7,11.178092956542969
1695,5,7,11.604347229003906
1695,6,7,11.987947463989258
1695,7,7,11.967455863952637
1695,8,7,12.126258850097656
1695,9,7,12.40085506439209
1695,10,7,12.311649322509766
1695,11,7,12.249564170837402
1695,12,7,12.059107780456543
1696,1,11,15.302617073059082
1696,2,11,15.336078643798828
1696,3,11,15.439723014831543
1696,4,11,15.476149559020996
1696,5,11,15.57100772857666
1696,6,11,15.57193374633789
1696,7,11,15.59223461151123
1696,8,11,15.631203651428223
1696,9,11,15.671910285949707
1696,10,11,15.73482894897461
1696,11,11,16.02706527709961
1696,12,11,16.009822845458984
1697,1,5,15.190873146057129
1697,2,5,15.12835693359375
1697,3,5,15.23682689666748
1697,4,5,15.253861427307129
1697,5,5,15.294634819030762
1697,6,5,15.857397079467773
1697,7,5,15.891948699951172
1697,8,5,15.850470542907715
1697,9,5,16.20928192138672
1697,10,5,15.932811737060547
1697,11,5,15.910361289978027
1697,12,5,15.930216789245605
1698,1,9,10.841185569763184
1698,2,9,12.190863609313965
1698,3,9,13.268584251403809
1698,4,9,13.434999465942383
1698,5,9,13.428352355957031
1698,6,9,13.506003379821777
1698,7,9,13.432404518127441
1698,8,9,13.35158634185791
1698,9,9,13.472694396972656
1698,10,9,13.451360702514648
1698,11,9,13.673709869384766
1698,12,9,13.421399116516113
1699,1,4,15.848403930664062
1699,2,4,15.95588493347168
1699,3,4,16.010290145874023
1699,4,4,15.8744535446167
1699,5,4,16.112333297729492
1699,6,4,16.0113468170166
1699,7,4,16.21031951904297
1699,8,4,16.29257583618164
1699,9,4,16.298933029174805
1699,10,4,16.422760009765625
1699,11,4,16.480525970458984
1699,12,4,16.790002822875977
1700,1,11,14.038656234741211
1700,2,11,14.064891815185547
1700,3,11,14.152827262878418
1700,4,11,14.258585929870605
1700,5,11,14.264031410217285
1700,6,11,14.498583793640137
1700,7,11,14.547886848449707
1700,8,11,14.596874237060547
1700,9,11,14.70224666595459
1700,10,11,14.742761611938477
1700,11,11,14.799469947814941
1700,12,11,14.873054504394531
1701,1,3,16.49015998840332
1701,2,3,16.348146438598633
1701,3,3,16.711944580078125
1701,4,3,16.788782119750977
1701,5,3,16.806499481201172
1701,6,3,16.835458755493164
1701,7,3,16.851970672607422
1701,8,3,16.83757781982422
1701,9,3,16.880474090576172
1701,10,3,16.866153717041016
1701,11,3,17.158090591430664
1701,12,3,17.1556453704834
1702,1,11,13.64289379119873
1702,2,11,13.733602523803711
1702,3,11,13.820700645446777
1702,4,11,13.842489242553711
1702,5,11,13.859583854675293
1702,6,11,13.909947395324707
1702,7,11,13.955628395080566
1702,8,11,14.002095222473145
1702,9,11,14.017566680908203
1702,10,11,14.092828750610352
1702,11,11,14.165358543395996
1702,12,11,14.229500770568848
1703,1,11,11.056609153747559
1703,2,11,10.950701713562012
1703,3,11,10.950507164001465
1703,4,11,10.906079292297363
1703,5,11,10.799171447753906
1703,6,11,11.165609359741211
1703,7,11,11.271007537841797
1703,8,11,11.322509765625
1703,9,11,11.206995964050293
1703,10,11,11.301398277282715
1703,11,11,11.120733261108398
1703,12,11,11.308270454406738
1704,1,12,14.11909008026123
1704,2,12,14.194683074951172
1704,3,12,14.275564193725586
1704,4,12,14.354873657226562
1704,5,12,14.329619407653809
1704,6,12,14.414972305297852
1704,7,12,14.486867904663086
1704,8,12,14.607041358947754
1704,9,12,14.789706230163574
1704,10,12,15.083686828613281
1704,11,12,15.19602108001709
1704,12,12,15.257763862609863
1705,1,12,18.10576629638672
1705,2,12,18.125967025756836
1705,3,12,18.15874481201172
1705,4,12,18.168079376220703
1705,5,12,18.18435287475586
1705,6,12,18.321550369262695
1705,7,12,18.368194580078125
1705,8,12,18.379934310913086
1705,9,12,18.414932250976562
1705,10,12,18.455833435058594
1705,11,12,18.496824264526367
1705,12,12,18.5271053314209
1706,1,7,14.400100708007812
1706,2,7,15.04931926727295
1706,3,7,14.756420135498047
1706,4,7,14.455881118774414
1706,5,7,14.503854751586914
1706,6,7,14.526815414428711
1706,7,7,14.530587196350098
1706,8,7,14.501401901245117
1706,9,7,14.503302574157715
1706,10,7,14.520377159118652
1706,11,7,14.561060905456543
1706,12,7,14.536826133728027
1707,1,2,11.856889724731445
1707,2,2,11.886774063110352
1707,3,2,12.050106048583984
1707,4,2,12.048859596252441
1707,5,2,12.052104949951172
1707,6,2,12.104705810546875
1707,7,2,12.031158447265625
1707,8,2,12.11739730834961
1707,9,2,12.172425270080566
1707,10,2,12.12710952758789
1707,11,2,12.17229175567627
1707,12,2,12.134591102600098
1708,1,12,14.510199546813965
1708,2,12,14.66836929321289
1708,3,12,14.723690032958984
1708,4,12,14.801396369934082
1708,5,12,14.79415225982666
1708,6,12,14.816776275634766
1708,7,12,14.863767623901367
1708,8,12,14.857977867126465
1708,9,12,14.913836479187012
1708,10,12,14.926850318908691
1708,11,12,14.944469451904297
1708,12,12,14.97612190246582
1709,1,11,15.130956649780273
1709,2,11,15.173661231994629
1709,3,11,15.255678176879883
1709,4,11,15.172053337097168
1709,5,11,15.233001708984375
1709,6,11,15.272881507873535
1709,7,11,15.291009902954102
1709,8,11,15.257911682128906
1709,9,11,15.33387565612793
1709,10,11,15.327999114990234
1709,11,11,15.334156036376953
1709,12,11,15.324382781982422
1710,1,4,14.09685230255127
1710,2,4,14.023017883300781
1710,3,4,14.310281753540039
1710,4,4,14.364128112792969
1710,5,4,14.343973159790039
1710,6,4,14.351524353027344
1710,7,4,14.302416801452637
1710,8,4,14.33205509185791
1710,9,4,14.445301055908203
1710,10,4,14.390596389770508
1710,11,4,13.190882682800293
1710,12,4,14.375650405883789
1711,1,8,14.629999160766602
1711,2,8,14.753216743469238
1711,3,8,14.966015815734863
1711,4,8,15.152412414550781
1711,5,8,15.224446296691895
1711,6,8,15.335713386535645
1711,7,8,15.373735427856445
1711,8,8,15.45195198059082
1711,9,8,15.509648323059082
1711,10,8,15.584214210510254
1711,11,8,15.60627555847168
1711,12,8,15.574556350708008
1712,1,6,15.315414428710938
1712,2,6,15.292881965637207
1712,3,6,15.47302532196045
1712,4,6,15.325336456298828
1712,5,6,15.084517478942871
1712,6,6,15.323854446411133
1712,7,6,15.624563217163086
1712,8,6,15.566802024841309
1712,9,6,15.522928237915039
1712,10,6,15.543338775634766
1712,11,6,15.747941970825195
1712,12,6,15.911768913269043
1713,1,11,10.743904113769531
1713,2,11,10.835057258605957
1713,3,11,10.863007545471191
1713,4,11,10.913311958312988
1713,5,11,10.904420852661133
1713,6,11,11.083175659179688
1713,7,11,11.031620979309082
1713,8,11,11.014222145080566
1713,9,11,11.011919975280762
1713,10,11,11.023537635803223
1713,11,11,11.22339153289795
1713,12,11,11.251184463500977
1714,1,8,15.856893539428711
1714,2,8,15.956382751464844
1714,3,8,15.964174270629883
1714,4,8,15.918379783630371
1714,5,8,16.034109115600586
1714,6,8,16.1293888092041
1714,7,8,16.1995792388916
1714,8,8,16.261768341064453
1714,9,8,16.247013092041016
1714,10,8,16.275671005249023
1714,11,8,16.32309341430664
1714,12,8,16.26079559326172
1715,1,10,13.95402717590332
1715,2,10,14.050461769104004
1715,3,10,14.021712303161621
1715,4,10,14.14049243927002
1715,5,10,14.098597526550293
1715,6,10,14.184077262878418
1715,7,10,14.24697494506836
1715,8,10,14.320188522338867
1715,9,10,14.337900161743164
1715,10,10,14.382901191711426
1715,11,10,14.414115905761719
1715,12,10,14.498785972595215
1716,1,11,11.096925735473633
1716,2,11,11.216375350952148
1716,3,11,11.28133773803711
1716,4,11,11.30033016204834
1716,5,11,11.304160118103027
1716,6,11,11.371674537658691
1716,7,11,11.372201919555664
1716,8,11,11.580395698547363
1716,9,11,11.663996696472168
1716,10,11,11.908632278442383
1716,11,11,11.942898750305176
