uid,tid,ft,y
417,9,11,7.368120193481445
417,10,11,9.791011810302734
417,11,11,9.436883926391602
417,12,11,10.884422302246094
418,1,2,8.902235984802246
418,2,2,9.91901683807373
418,3,2,10.258503913879395
418,4,2,10.388187408447266
418,5,2,10.32452392578125
418,6,2,10.880766868591309
418,7,2,10.298474311828613
418,8,2,9.986042022705078
418,9,2,9.897916793823242
418,10,2,10.43562126159668
418,11,2,10.087827682495117
418,12,2,10.139009475708008
419,1,2,8.990070343017578
419,2,2,7.971930027008057
419,3,2,9.29140567779541
419,4,2,8.07785415649414
419,5,2,8.844176292419434
419,6,2,8.936727523803711
419,7,2,8.911676406860352
419,8,2,8.79168701171875
419,9,2,8.247556686401367
419,10,2,9.118879318237305
419,11,2,8.490599632263184
419,12,2,7.529561996459961
420,1,11,5.045769214630127
420,2,11,9.522424697875977
420,3,11,9.981128692626953
420,4,11,10.295584678649902
420,5,11,9.698762893676758
420,6,11,10.634736061096191
420,7,11,10.380274772644043
420,8,11,10.54194450378418
420,9,11,10.169534683227539
420,10,11,10.649703979492188
420,11,11,10.999832153320312
420,12,11,11.149001121520996
421,1,12,6.160758972167969
421,2,12,8.712327003479004
421,3,12,9.840812683105469
421,4,12,9.820058822631836
421,5,12,9.592641830444336
421,6,12,9.75900936126709
421,7,12,6.443615913391113
421,8,12,8.257643699645996
421,9,12,9.015864372253418
421,10,12,10.751913070678711
421,11,12,10.694282531738281
421,12,12,10.272809982299805
422,1,12,11.160685539245605
422,2,12,11.556504249572754
422,3,12,11.309758186340332
422,4,12,12.092000961303711
422,5,12,11.545943260192871
422,6,12,12.122641563415527
422,7,12,11.766926765441895
422,8,12,12.192232131958008
422,9,12,12.44342041015625
422,10,12,11.484025001525879
422,11,12,12.23437213897705
422,12,12,12.062568664550781
423,1,9,14.177565574645996
423,2,9,14.061115264892578
423,3,9,14.312938690185547
423,4,9,14.510876655578613
423,5,9,14.671640396118164
423,6,9,14.775924682617188
423,7,9,15.0862455368042
423,8,9,15.202329635620117
423,9,9,15.34991455078125
423,10,9,15.488936424255371
423,11,9,15.719698905944824
423,12,9,15.803478240966797
424,1,12,8.862977027893066
424,2,12,9.083996772766113
424,3,12,9.169306755065918
424,4,12,4.390649318695068
424,5,12,7.213008403778076
424,6,12,9.903326988220215
424,7,12,10.285171508789062
424,8,12,9.796631813049316
424,9,12,11.03818130493164
424,10,12,11.683709144592285
424,11,12,11.685885429382324
424,12,12,11.327434539794922
425,1,,9.470085144042969
425,2,,9.823841094970703
425,3,,10.0369291305542
425,4,,8.299010276794434
425,5,,9.396323204040527
425,6,,10.613954544067383
425,7,,8.390694618225098
425,8,,9.386707305908203
425,9,,10.443460464477539
425,10,,8.192275047302246
425,11,,7.0430908203125
425,12,,9.482041358947754
426,1,10,4.216554641723633
426,2,10,9.66956615447998
426,3,10,8.680702209472656
426,4,10,9.391886711120605
426,5,10,9.159849166870117
426,6,10,9.310395240783691
426,7,10,9.754071235656738
426,8,10,9.635627746582031
426,9,10,7.834023952484131
426,10,10,9.68991756439209
426,11,10,9.412615776062012
426,12,10,8.882001876831055
427,1,4,9.106624603271484
427,2,4,10.057024955749512
427,3,4,10.331230163574219
427,4,4,10.42713737487793
427,5,4,10.074079513549805
427,6,4,9.985962867736816
427,7,4,10.359390258789062
427,8,4,10.604887962341309
427,9,4,10.233915328979492
427,10,4,10.056696891784668
427,11,4,10.66836166381836
427,12,4,10.8529052734375
428,1,2,8.55064868927002
428,2,2,9.419302940368652
428,3,2,10.384160995483398
428,4,2,9.101234436035156
428,5,2,9.370356559753418
428,6,2,9.44046688079834
428,7,2,9.334717750549316
428,8,2,9.423808097839355
428,9,2,5.829598426818848
428,10,2,8.954798698425293
428,11,2,8.477157592773438
428,12,2,9.29211711883545
429,1,7,10.354390144348145
429,2,7,10.46670150756836
429,3,7,10.412474632263184
429,4,7,10.662773132324219
429,5,7,10.43215560913086
429,6,7,10.966641426086426
429,7,7,8.433704376220703
429,8,7,12.20483112335205
429,9,7,11.593705177307129
429,10,7,11.871734619140625
429,11,7,11.829231262207031
429,12,7,11.765886306762695
430,1,8,8.693709373474121
430,2,8,8.568312644958496
430,3,8,8.663286209106445
430,4,8,8.582744598388672
430,5,8,9.009398460388184
430,6,8,8.422872543334961
430,7,8,9.208327293395996
430,8,8,9.701549530029297
430,9,8,9.518437385559082
430,10,8,9.421255111694336
430,11,8,9.59255599975586
430,12,8,9.331791877746582
431,1,9,7.344427108764648
431,2,9,8.318203926086426
431,3,9,8.7529935836792
431,4,9,8.712689399719238
431,5,9,8.44351577758789
431,6,9,9.163816452026367
431,7,9,8.884431838989258
431,8,9,9.335699081420898
431,9,9,9.55321216583252
431,10,9,9.19371509552002
431,11,9,9.813298225402832
431,12,9,7.118712902069092
432,1,2,5.068539142608643
432,2,2,8.620784759521484
432,3,2,10.965723991394043
432,4,2,10.154048919677734
432,5,2,9.515913963317871
432,6,2,10.65350341796875
432,7,2,11.738542556762695
432,8,2,11.962916374206543
432,9,2,11.79203987121582
432,10,2,10.64228630065918
432,11,2,10.80461311340332
432,12,2,10.306864738464355
433,1,12,10.63265323638916
433,2,12,12.198244094848633
433,3,12,11.277332305908203
433,4,12,11.5271635055542
433,5,12,11.584936141967773
433,6,12,11.675677299499512
433,7,12,11.520955085754395
433,8,12,11.385441780090332
433,9,12,9.62582015991211
433,10,12,11.949100494384766
433,11,12,11.374876022338867
433,12,12,11.851109504699707
434,1,7,8.341166496276855
434,2,7,8.478143692016602
434,3,7,7.74813175201416
434,4,7,7.143028736114502
434,5,7,7.208770275115967
434,6,7,8.495011329650879
434,7,7,8.569662094116211
434,8,7,8.559414863586426
434,9,7,9.936705589294434
434,10,7,7.524238586425781
434,11,7,8.341084480285645
434,12,7,8.28153133392334
435,1,2,9.528117179870605
435,2,2,8.740194320678711
435,3,2,9.27602481842041
435,4,2,9.323480606079102
435,5,2,8.94422721862793
435,6,2,9.581664085388184
435,7,2,9.339156150817871
435,8,2,9.873956680297852
435,9,2,9.068453788757324
435,10,2,9.430715560913086
435,11,2,9.163396835327148
435,12,2,9.87932300567627
436,1,7,9.820829391479492
436,2,7,9.92325496673584
436,3,7,10.009902954101562
436,4,7,10.493118286132812
436,5,7,11.038161277770996
436,6,7,10.67031478881836
436,7,7,10.6918306350708
436,8,7,10.764796257019043
436,9,7,10.201772689819336
436,10,7,10.011384010314941
436,11,7,10.589555740356445
436,12,7,10.502267837524414
437,1,6,8.849871635437012
437,2,6,9.123392105102539
437,3,6,0.0
437,4,6,9.881933212280273
437,5,6,8.805472373962402
437,6,6,3.8001620769500732
437,7,6,0.0
437,8,6,4.139340877532959
437,9,6,7.5059003829956055
437,10,6,9.987732887268066
437,11,6,9.857861518859863
437,12,6,10.00893783569336
438,1,11,5.045769214630127
438,2,11,9.875448226928711
438,3,11,9.78355884552002
438,4,11,9.621367454528809
438,5,11,9.689112663269043
438,6,11,9.774665832519531
438,7,11,9.748530387878418
438,8,11,9.61713981628418
438,9,11,9.682621955871582
438,10,11,9.977605819702148
438,11,11,10.07680892944336
438,12,11,10.130351066589355
439,1,10,8.74885368347168
439,2,10,9.79172420501709
439,3,10,9.019789695739746
439,4,10,9.05080795288086
439,5,10,9.09105110168457
439,6,10,7.900935173034668
439,7,10,9.881844520568848
439,8,10,8.675201416015625
439,9,10,8.836761474609375
439,10,10,10.397855758666992
439,11,10,10.945688247680664
439,12,10,10.055237770080566
440,1,12,10.366999626159668
440,2,12,11.421551704406738
440,3,12,10.600870132446289
440,4,12,10.670243263244629
440,5,12,10.04534912109375
440,6,12,10.62374210357666
440,7,12,10.88540267944336
440,8,12,10.854028701782227
440,9,12,11.420120239257812
440,10,12,12.03393840789795
440,11,12,11.937612533569336
440,12,12,11.476668357849121
441,1,10,10.512523651123047
441,2,10,10.936710357666016
441,3,10,11.161211967468262
441,4,10,11.459575653076172
441,5,10,11.387578964233398
441,6,10,9.922361373901367
441,7,10,10.550209045410156
441,8,10,10.627344131469727
441,9,10,10.910778045654297
441,10,10,12.0538969039917
441,11,10,12.615629196166992
441,12,10,12.670236587524414
442,1,7,9.917611122131348
442,2,7,9.465219497680664
442,3,7,9.581974983215332
442,4,7,9.466581344604492
442,5,7,9.70992660522461
442,6,7,9.45827579498291
442,7,7,10.267850875854492
442,8,7,10.093705177307129
442,9,7,10.355039596557617
442,10,7,10.239235877990723
442,11,7,10.600196838378906
442,12,7,10.932930946350098
443,1,,9.1664457321167
443,2,,9.008951187133789
443,3,,9.850239753723145
443,4,,9.043453216552734
443,5,,8.76797103881836
443,6,,7.296063423156738
443,7,,7.775053977966309
443,8,,8.43753433227539
443,9,,8.290253639221191
443,10,,8.381598472595215
443,11,,7.976313591003418
443,12,,7.788078784942627
444,1,9,7.8819122314453125
444,2,9,7.811034202575684
444,3,9,7.6483683586120605
444,4,9,7.808623313903809
444,5,9,0.0
444,6,9,9.129180908203125
444,7,9,8.611530303955078
444,8,9,9.676575660705566
444,9,9,9.992015838623047
444,10,9,10.325035095214844
444,11,9,10.303274154663086
444,12,9,10.679320335388184
445,1,3,6.818946361541748
445,2,3,7.169896125793457
445,3,3,0.0
445,4,3,8.354674339294434
445,5,3,0.0
445,6,3,8.105589866638184
445,7,3,7.567751884460449
445,8,3,8.461807250976562
445,9,3,2.9791433811187744
445,10,3,10.367831230163574
445,11,3,1.8666764497756958
445,12,3,9.001187324523926
446,1,7,9.225271224975586
446,2,7,10.22550106048584
446,3,7,10.611733436584473
446,4,7,10.611923217773438
446,5,7,10.480459213256836
446,6,7,10.93591594696045
446,7,7,11.221179008483887
446,8,7,11.71920108795166
446,9,7,10.913938522338867
446,10,7,10.738080024719238
446,11,7,7.140026569366455
446,12,7,7.196918964385986
447,1,8,8.609111785888672
447,2,8,10.310670852661133
447,3,8,10.730924606323242
447,4,8,10.672257423400879
447,5,8,10.461849212646484
447,6,8,11.517651557922363
447,7,8,10.393301963806152
447,8,8,11.531889915466309
447,9,8,11.542258262634277
447,10,8,11.584436416625977
447,11,8,11.003177642822266
447,12,8,10.631247520446777
448,1,12,7.586164951324463
448,2,12,7.654517650604248
448,3,12,8.654158592224121
448,4,12,8.926379203796387
448,5,12,8.747047424316406
448,6,12,9.757448196411133
448,7,12,9.454963684082031
448,8,12,9.69465446472168
448,9,12,9.361016273498535
448,10,12,9.498021125793457
448,11,12,8.600677490234375
448,12,12,8.78544807434082
449,1,3,9.010133743286133
449,2,3,9.319622993469238
449,3,3,10.0598726272583
449,4,3,10.07030200958252
449,5,3,9.880311012268066
449,6,3,9.767112731933594
449,7,3,8.862372398376465
449,8,3,9.997288703918457
449,9,3,10.44418716430664
449,10,3,11.297043800354004
449,11,3,11.050385475158691
449,12,3,9.798456192016602
450,1,11,9.588289260864258
450,2,11,10.529217720031738
450,3,11,9.478287696838379
450,4,11,8.273411750793457
450,5,11,9.219747543334961
450,6,11,5.049605846405029
450,7,11,5.754103183746338
450,8,11,7.626760482788086
450,9,11,6.653046131134033
450,10,11,10.09037971496582
450,11,11,10.51240062713623
450,12,11,10.371923446655273
451,1,10,8.45819091796875
451,2,10,8.662042617797852
451,3,10,8.500997543334961
451,4,10,9.396353721618652
451,5,10,8.979228973388672
451,6,10,9.271157264709473
451,7,10,9.029396057128906
451,8,10,8.819231033325195
451,9,10,8.971000671386719
451,10,10,8.79960823059082
451,11,10,9.036437034606934
451,12,10,8.806489944458008
452,1,10,0.0
452,2,10,8.297565460205078
452,3,10,6.859281539916992
452,4,10,0.0
452,5,10,9.713357925415039
452,6,10,10.15811824798584
452,7,10,10.72985553741455
452,8,10,11.078995704650879
452,9,10,10.758003234863281
452,10,10,9.714433670043945
452,11,10,9.46195125579834
452,12,10,9.159147262573242
453,1,12,12.642415046691895
453,2,12,12.730934143066406
453,3,12,12.820799827575684
453,4,12,12.960439682006836
453,5,12,13.004101753234863
453,6,12,13.077613830566406
453,7,12,13.271886825561523
453,8,12,13.21516227722168
453,9,12,13.391715049743652
453,10,12,13.556690216064453
453,11,12,13.70186996459961
453,12,12,13.757235527038574
454,1,12,11.695584297180176
454,2,12,11.909771919250488
454,3,12,12.200336456298828
454,4,12,12.132272720336914
454,5,12,12.114860534667969
454,6,12,12.259536743164062
454,7,12,12.255705833435059
454,8,12,12.425310134887695
454,9,12,12.674696922302246
454,10,12,12.790779113769531
454,11,12,12.9992094039917
454,12,12,13.017241477966309
455,1,11,11.605173110961914
455,2,11,11.910164833068848
455,3,11,11.892598152160645
455,4,11,12.247821807861328
455,5,11,12.792202949523926
455,6,11,12.350455284118652
455,7,11,12.238612174987793
455,8,11,12.788262367248535
455,9,11,12.531558990478516
455,10,11,12.924001693725586
455,11,11,12.954108238220215
455,12,11,12.950335502624512
456,1,6,9.11478042602539
456,2,6,8.588269233703613
456,3,6,8.4910888671875
456,4,6,11.620658874511719
456,5,6,8.0222749710083
456,6,6,8.680100440979004
456,7,6,8.30820083618164
456,8,6,9.58922290802002
456,9,6,9.243419647216797
456,10,6,9.723520278930664
456,11,6,8.844562530517578
456,12,6,6.80168342590332
457,1,4,10.251057624816895
457,2,4,10.23229694366455
457,3,4,10.16316032409668
457,4,4,10.11470890045166
457,5,4,10.003110885620117
457,6,4,10.018071174621582
457,7,4,10.329626083374023
457,8,4,10.227557182312012
457,9,4,10.186461448669434
457,10,4,10.741925239562988
457,11,4,9.902255058288574
457,12,4,9.765439987182617
458,1,12,9.249367713928223
458,2,12,9.153584480285645
458,3,12,8.973179817199707
458,4,12,9.44178295135498
458,5,12,8.996817588806152
458,6,12,9.68844985961914
458,7,12,9.206085205078125
458,8,12,9.192220687866211
458,9,12,9.081792831420898
458,10,12,9.568583488464355
458,11,12,8.500669479370117
458,12,12,9.016999244689941
459,1,9,10.453142166137695
459,2,9,9.719114303588867
459,3,9,9.317126274108887
459,4,9,9.22789192199707
459,5,9,9.560065269470215
459,6,9,11.663741111755371
459,7,9,12.314358711242676
459,8,9,11.918364524841309
459,9,9,11.806353569030762
459,10,9,12.517962455749512
459,11,9,12.533425331115723
459,12,9,12.556706428527832
460,1,,10.644781112670898
460,2,,7.375399589538574
460,3,,7.555321216583252
460,4,,7.934762001037598
460,5,,7.979707717895508
460,6,,7.696173191070557
460,7,,8.764043807983398
460,8,,8.343154907226562
460,9,,9.021023750305176
460,10,,9.344886779785156
460,11,,9.828282356262207
460,12,,7.745747089385986
461,1,7,14.78857421875
461,2,7,14.709396362304688
461,3,7,14.644013404846191
461,4,7,14.816737174987793
461,5,7,14.800603866577148
461,6,7,15.038386344909668
461,7,7,14.966557502746582
461,8,7,15.02650260925293
461,9,7,15.28848648071289
461,10,7,15.264162063598633
461,11,7,15.849113464355469
461,12,7,15.533721923828125
462,1,11,9.515864372253418
462,2,11,0.0
462,3,11,9.413026809692383
462,4,11,9.576896667480469
462,5,11,9.56513500213623
462,6,11,9.514225006103516
462,7,11,9.454632759094238
462,8,11,8.848105430603027
462,9,11,8.577349662780762
462,10,11,6.116222381591797
462,11,11,6.011885643005371
462,12,11,4.699206829071045
463,1,10,11.937870979309082
463,2,10,12.233929634094238
463,3,10,12.083266258239746
463,4,10,12.179969787597656
463,5,10,12.296538352966309
463,6,10,12.45475959777832
463,7,10,12.701444625854492
463,8,10,13.093971252441406
463,9,10,13.309499740600586
463,10,10,13.459863662719727
463,11,10,14.03102970123291
463,12,10,14.335614204406738
464,1,11,10.193143844604492
464,2,11,8.549878120422363
464,3,11,9.161982536315918
464,4,11,10.419991493225098
464,5,11,9.633606910705566
464,6,11,8.705805778503418
464,7,11,8.904962539672852
464,8,11,7.700085163116455
464,9,11,7.628931999206543
464,10,11,9.659046173095703
464,11,11,10.6365327835083
464,12,11,11.253830909729004
465,1,11,8.647603034973145
465,2,11,8.785277366638184
465,3,11,8.34170150756836
465,4,11,8.357754707336426
465,5,11,7.915599822998047
465,6,11,8.10960578918457
465,7,11,7.56170129776001
465,8,11,7.683738708496094
465,9,11,7.765183925628662
465,10,11,7.872349262237549
465,11,11,6.357217788696289
465,12,11,6.285215854644775
466,1,12,10.410398483276367
466,2,12,11.175860404968262
466,3,12,11.26205062866211
466,4,12,11.73723316192627
466,5,12,11.432547569274902
466,6,12,11.83517074584961
466,7,12,11.774360656738281
466,8,12,12.228609085083008
466,9,12,12.17128849029541
466,10,12,11.549277305603027
466,11,12,11.701387405395508
466,12,12,11.271852493286133
467,1,5,8.669812202453613
467,2,5,8.606449127197266
467,3,5,8.439596176147461
467,4,5,8.775598526000977
467,5,5,9.182683944702148
467,6,5,9.180936813354492
467,7,5,9.302638053894043
467,8,5,9.229899406433105
467,9,5,9.022817611694336
467,10,5,9.415919303894043
467,11,5,9.913470268249512
467,12,5,9.819753646850586
468,1,11,8.27535343170166
468,2,11,8.822436332702637
468,3,11,3.621166944503784
468,4,11,0.0
468,5,11,7.7110700607299805
468,6,11,10.484716415405273
468,7,11,10.201221466064453
468,8,11,10.814051628112793
468,9,11,11.050333976745605
468,10,11,10.090027809143066
468,11,11,11.091408729553223
468,12,11,11.715914726257324
469,1,3,11.055671691894531
469,2,3,10.709391593933105
469,3,3,11.198036193847656
469,4,3,11.221949577331543
469,5,3,11.89415168762207
469,6,3,12.03640079498291
469,7,3,12.177408218383789
469,8,3,12.263518333435059
469,9,3,12.382357597351074
469,10,3,12.537429809570312
469,11,3,12.742288589477539
469,12,3,12.752732276916504
470,1,3,11.850854873657227
470,2,3,12.266797065734863
470,3,3,12.303272247314453
470,4,3,11.707180976867676
470,5,3,11.986368179321289
470,6,3,12.689654350280762
470,7,3,11.87462329864502
470,8,3,12.290138244628906
470,9,3,12.212900161743164
470,10,3,12.497751235961914
470,11,3,12.876228332519531
470,12,3,13.113195419311523
471,1,10,10.232538223266602
471,2,10,8.871460914611816
471,3,10,10.42690372467041
471,4,10,8.778732299804688
471,5,10,9.696939468383789
471,6,10,9.615887641906738
471,7,10,9.008148193359375
471,8,10,8.693463325500488
471,9,10,8.470589637756348
471,10,10,9.168708801269531
471,11,10,9.451120376586914
471,12,10,9.164668083190918
472,1,,9.770302772521973
472,2,,9.772845268249512
472,3,,9.775023460388184
472,4,,10.01354694366455
472,5,,9.898386001586914
472,6,,10.358992576599121
472,7,,10.236320495605469
472,8,,7.876501083374023
472,9,,8.371891975402832
472,10,,9.04498291015625
472,11,,9.150615692138672
472,12,,8.82922649383545
473,1,9,10.409915924072266
473,2,9,10.410456657409668
473,3,9,10.354659080505371
473,4,9,10.37998104095459
473,5,9,10.633179664611816
473,6,9,11.283757209777832
473,7,9,10.945707321166992
473,8,9,10.832179069519043
473,9,9,11.144790649414062
473,10,9,11.855897903442383
473,11,9,12.285378456115723
473,12,9,11.64895248413086
474,1,11,9.717666625976562
474,2,11,8.464629173278809
474,3,11,9.21427059173584
474,4,11,10.089277267456055
474,5,11,9.164867401123047
474,6,11,9.619728088378906
474,7,11,9.166440963745117
474,8,11,9.302363395690918
474,9,11,0.0
474,10,11,8.923084259033203
474,11,11,9.02387809753418
474,12,11,8.994749069213867
475,1,6,8.421284675598145
475,2,6,10.665718078613281
475,3,6,10.499734878540039
475,4,6,10.583101272583008
475,5,6,10.303775787353516
475,6,6,9.823168754577637
475,7,6,10.953211784362793
475,8,6,10.680219650268555
475,9,6,9.47968578338623
475,10,6,9.757095336914062
475,11,6,10.26589298248291
475,12,6,9.87085247039795
476,1,12,10.53957748413086
476,2,12,10.927400588989258
476,3,12,10.37265396118164
476,4,12,10.961188316345215
476,5,12,10.326416015625
476,6,12,10.543425559997559
476,7,12,10.964876174926758
476,8,12,10.157623291015625
476,9,12,10.437943458557129
476,10,12,10.918700218200684
476,11,12,10.8040189743042
476,12,12,11.03306770324707
477,1,12,10.158860206604004
477,2,12,10.811491012573242
477,3,12,10.586289405822754
477,4,12,11.761059761047363
477,5,12,10.873613357543945
477,6,12,12.136368751525879
477,7,12,11.262081146240234
477,8,12,10.598018646240234
477,9,12,11.98373031616211
477,10,12,11.213602066040039
477,11,12,11.358010292053223
477,12,12,11.246197700500488
478,1,10,0.0
478,2,10,8.137205123901367
478,3,10,7.7893877029418945
478,4,10,8.17969036102295
478,5,10,4.875863552093506
478,6,10,5.027312755584717
478,7,10,5.427496433258057
478,8,10,7.171073913574219
478,9,10,5.258272171020508
478,10,10,6.218286514282227
478,11,10,10.622974395751953
478,12,10,9.609933853149414
479,1,12,0.0
479,2,12,9.988840103149414
479,3,12,9.814420700073242
479,4,12,9.541360855102539
479,5,12,9.821227073669434
479,6,12,9.242376327514648
479,7,12,9.058253288269043
479,8,12,9.209672927856445
479,9,12,8.953057289123535
479,10,12,7.749199867248535
479,11,12,9.878369331359863
479,12,12,8.08517837524414
480,1,2,9.442817687988281
480,2,2,6.509704113006592
480,3,2,6.470979690551758
480,4,2,7.5866475105285645
480,5,2,8.473151206970215
480,6,2,9.368386268615723
480,7,2,10.490035057067871
480,8,2,9.7090425491333
480,9,2,9.880859375
480,10,2,10.287320137023926
480,11,2,10.171530723571777
480,12,2,9.675692558288574
481,1,11,0.0
481,2,11,0.0
481,3,11,7.43760347366333
481,4,11,0.0
481,5,11,0.0
481,6,11,9.992195129394531
481,7,11,8.502328872680664
481,8,11,6.740704536437988
481,9,11,6.624416351318359
481,10,11,7.317510604858398
481,11,11,5.296737194061279
481,12,11,9.747395515441895
482,1,12,10.336250305175781
482,2,12,7.762387752532959
482,3,12,7.494763374328613
482,4,12,7.808133125305176
482,5,12,6.205227375030518
482,6,12,9.312894821166992
482,7,12,8.182287216186523
482,8,12,7.872148513793945
482,9,12,7.152037620544434
482,10,12,9.009842872619629
482,11,12,8.501776695251465
482,12,12,6.332337856292725
483,1,12,11.516410827636719
483,2,12,11.842374801635742
483,3,12,13.06350326538086
483,4,12,13.41650676727295
483,5,12,11.47754192352295
483,6,12,10.883554458618164
483,7,12,11.32140064239502
483,8,12,13.560544967651367
483,9,12,12.478911399841309
483,10,12,12.7136869430542
483,11,12,12.234804153442383
483,12,12,12.145554542541504
484,1,11,0.0
484,2,11,11.854598045349121
484,3,11,9.407954216003418
484,4,11,11.658306121826172
484,5,11,10.897001266479492
484,6,11,11.09569263458252
484,7,11,11.085410118103027
484,8,11,11.17320442199707
484,9,11,10.995572090148926
484,10,11,11.676703453063965
484,11,11,11.999288558959961
484,12,11,11.308521270751953
485,1,12,14.239028930664062
485,2,12,15.02138900756836
485,3,12,15.417902946472168
485,4,12,15.614890098571777
485,5,12,15.394984245300293
485,6,12,13.023114204406738
485,7,12,13.315934181213379
485,8,12,13.9295654296875
485,9,12,13.699652671813965
485,10,12,14.613038063049316
485,11,12,14.06482982635498
485,12,12,13.944778442382812
486,1,11,7.815855503082275
486,2,11,7.398200035095215
486,3,11,6.880300521850586
486,4,11,8.118395805358887
486,5,11,7.199153423309326
486,6,11,9.494223594665527
486,7,11,10.088982582092285
486,8,11,9.919819831848145
486,9,11,8.070154190063477
486,10,11,7.17860221862793
486,11,11,7.070176124572754
486,12,11,7.099201679229736
487,1,10,9.023442268371582
487,2,10,7.296087265014648
487,3,10,9.943615913391113
487,4,10,10.018210411071777
487,5,10,9.722132682800293
487,6,10,9.882210731506348
487,7,10,10.143363952636719
487,8,10,10.336118698120117
487,9,10,10.368160247802734
487,10,10,10.336734771728516
487,11,10,10.3934907913208
487,12,10,10.214590072631836
488,1,8,15.227705955505371
488,2,8,15.423583984375
488,3,8,15.58795166015625
488,4,8,15.770455360412598
488,5,8,15.905619621276855
488,6,8,15.967523574829102
488,7,8,16.243501663208008
488,8,8,15.801663398742676
488,9,8,16.057437896728516
488,10,8,16.65217399597168
488,11,8,16.840229034423828
488,12,8,16.854934692382812
489,1,10,10.004536628723145
489,2,10,9.960046768188477
489,3,10,9.644265174865723
489,4,10,9.80262279510498
489,5,10,9.446072578430176
489,6,10,7.776925563812256
489,7,10,6.728847026824951
489,8,10,0.0
489,9,10,5.828437805175781
489,10,10,10.746647834777832
489,11,10,11.393710136413574
489,12,10,11.512378692626953
490,1,,6.771818161010742
490,2,,4.554017543792725
490,3,,6.426025867462158
490,4,,6.104000568389893
490,5,,6.628096580505371
490,6,,7.87226676940918
490,7,,6.614436149597168
490,8,,4.904717922210693
490,9,,7.52338981628418
490,10,,6.450819492340088
490,11,,9.271393775939941
490,12,,8.975163459777832
491,1,12,13.316415786743164
491,2,12,13.948183059692383
491,3,12,13.261625289916992
491,4,12,13.500117301940918
491,5,12,12.029829025268555
491,6,12,13.974884986877441
491,7,12,13.962965965270996
491,8,12,14.094705581665039
491,9,12,13.91102409362793
491,10,12,14.02619457244873
491,11,12,14.309654235839844
491,12,12,14.512547492980957
492,1,12,11.4868803024292
492,2,12,9.252703666687012
492,3,12,11.688281059265137
492,4,12,10.972182273864746
492,5,12,10.969189643859863
492,6,12,11.27607250213623
492,7,12,11.087209701538086
492,8,12,11.108827590942383
492,9,12,10.885091781616211
492,10,12,11.30920124053955
492,11,12,11.293952941894531
492,12,12,12.090997695922852
493,1,11,7.711818695068359
493,2,11,9.111178398132324
493,3,11,9.20202922821045
493,4,11,8.990815162658691
493,5,11,9.810606956481934
493,6,11,9.7719087600708
493,7,11,9.260356903076172
493,8,11,7.904454231262207
493,9,11,9.686234474182129
493,10,11,8.271783828735352
493,11,11,8.853446006774902
493,12,11,8.56314468383789
494,1,11,9.417511940002441
494,2,11,10.057567596435547
494,3,11,10.040050506591797
494,4,11,9.600465774536133
494,5,11,9.587413787841797
494,6,11,9.552366256713867
494,7,11,9.506030082702637
494,8,11,8.586764335632324
494,9,11,10.488801002502441
494,10,11,10.553483009338379
494,11,11,9.518750190734863
494,12,11,10.482895851135254
495,1,,7.537876129150391
495,2,,8.49372673034668
495,3,,9.34067440032959
495,4,,9.806046485900879
495,5,,9.203171730041504
495,6,,7.812446117401123
495,7,,9.983743667602539
495,8,,8.942497253417969
495,9,,8.286595344543457
495,10,,9.5418119430542
495,11,,9.437195777893066
495,12,,10.898813247680664
496,1,11,5.272249698638916
496,2,11,7.5893707275390625
496,3,11,7.500823974609375
496,4,11,8.162728309631348
496,5,11,7.056914806365967
496,6,11,9.82510757446289
496,7,11,8.790922164916992
496,8,11,7.346163272857666
496,9,11,7.622049331665039
496,10,11,7.05047082901001
496,11,11,8.070304870605469
496,12,11,8.48604965209961
497,1,10,9.796653747558594
497,2,10,9.624308586120605
497,3,10,11.184401512145996
497,4,10,11.189847946166992
497,5,10,11.519113540649414
497,6,10,10.73799991607666
497,7,10,10.9488525390625
497,8,10,11.568629264831543
497,9,10,11.377849578857422
497,10,10,11.395682334899902
497,11,10,11.285612106323242
497,12,10,11.232123374938965
498,1,3,8.983657836914062
498,2,3,10.044744491577148
498,3,3,10.044717788696289
498,4,3,10.917407989501953
498,5,3,10.497003555297852
498,6,3,9.873709678649902
498,7,3,10.462634086608887
498,8,3,9.50903034210205
498,9,3,10.301410675048828
498,10,3,10.905302047729492
498,11,3,11.107748985290527
498,12,3,11.813492774963379
499,1,12,7.9299235343933105
499,2,12,8.528875350952148
499,3,12,9.231796264648438
499,4,12,7.446349143981934
499,5,12,11.111865043640137
499,6,12,9.649157524108887
499,7,12,8.039605140686035
499,8,12,10.156472206115723
499,9,12,9.48905086517334
499,10,12,9.717857360839844
499,11,12,9.9224271774292
499,12,12,9.666979789733887
500,1,3,13.576754570007324
500,2,3,13.86530590057373
500,3,3,12.691689491271973
500,4,3,13.72744369506836
500,5,3,13.658719062805176
500,6,3,13.772366523742676
500,7,3,13.996703147888184
500,8,3,14.177098274230957
500,9,3,14.304298400878906
500,10,3,14.413066864013672
500,11,3,14.63329029083252
500,12,3,14.608906745910645
501,1,8,9.90799331665039
501,2,8,9.483120918273926
501,3,8,9.283742904663086
501,4,8,9.47693920135498
501,5,8,9.296080589294434
501,6,8,9.368199348449707
501,7,8,9.364201545715332
501,8,8,9.310212135314941
501,9,8,9.52290153503418
